data,pais,variavel,valor
2022-01-01,Belgium,"Inflação (%, anual)",9.597511728725
2023-01-01,Belgium,"Inflação (%, anual)",4.04901077613941
2006-01-01,Brazil,"Inflação (%, anual)",4.18356812896909
2007-01-01,Brazil,"Inflação (%, anual)",3.64127299102652
2008-01-01,Brazil,"Inflação (%, anual)",5.67859390284168
2009-01-01,Brazil,"Inflação (%, anual)",4.88803479876799
2010-01-01,Brazil,"Inflação (%, anual)",5.03872690108075
2011-01-01,Brazil,"Inflação (%, anual)",6.6364496221309
2012-01-01,Brazil,"Inflação (%, anual)",5.40349914036997
2013-01-01,Brazil,"Inflação (%, anual)",6.20431066640101
2014-01-01,Brazil,"Inflação (%, anual)",6.32904015516139
2015-01-01,Brazil,"Inflação (%, anual)",9.02990102416136
2016-01-01,Brazil,"Inflação (%, anual)",8.73914352329393
2017-01-01,Brazil,"Inflação (%, anual)",3.44637335032669
2018-01-01,Brazil,"Inflação (%, anual)",3.66485028376729
2019-01-01,Brazil,"Inflação (%, anual)",3.73297621216894
2020-01-01,Brazil,"Inflação (%, anual)",3.21176803803376
2021-01-01,Brazil,"Inflação (%, anual)",8.30165975585673
2022-01-01,Brazil,"Inflação (%, anual)",9.28010608956873
2023-01-01,Brazil,"Inflação (%, anual)",4.59356282283204
2006-01-01,Canada,"Inflação (%, anual)",2.00202539534161
2007-01-01,Canada,"Inflação (%, anual)",2.13838399266837
2008-01-01,Canada,"Inflação (%, anual)",2.37027067444299
2009-01-01,Canada,"Inflação (%, anual)",0.299466803009299
2010-01-01,Canada,"Inflação (%, anual)",1.77687154092627
2011-01-01,Canada,"Inflação (%, anual)",2.91213508872351
2012-01-01,Canada,"Inflação (%, anual)",1.51567823124517
2013-01-01,Canada,"Inflação (%, anual)",0.938291897815317
2014-01-01,Canada,"Inflação (%, anual)",1.90663590717861
2015-01-01,Canada,"Inflação (%, anual)",1.12524136094277
2016-01-01,Canada,"Inflação (%, anual)",1.42875954701085
2017-01-01,Canada,"Inflação (%, anual)",1.59688412852977
2018-01-01,Canada,"Inflação (%, anual)",2.26822567248103
2019-01-01,Canada,"Inflação (%, anual)",1.94926902411593
2020-01-01,Canada,"Inflação (%, anual)",0.716999632307827
2021-01-01,Canada,"Inflação (%, anual)",3.39519318527528
2022-01-01,Canada,"Inflação (%, anual)",6.80280115341613
2023-01-01,Canada,"Inflação (%, anual)",3.87900159788426
2006-01-01,Switzerland,"Inflação (%, anual)",1.05950928324802
2007-01-01,Switzerland,"Inflação (%, anual)",0.732350603122248
2008-01-01,Switzerland,"Inflação (%, anual)",2.42604117060158
2009-01-01,Switzerland,"Inflação (%, anual)",-0.480481936423275
2010-01-01,Switzerland,"Inflação (%, anual)",0.688238707220026
2011-01-01,Switzerland,"Inflação (%, anual)",0.2313492076509
2012-01-01,Switzerland,"Inflação (%, anual)",-0.692552018105253
2013-01-01,Switzerland,"Inflação (%, anual)",-0.217323155115693
2014-01-01,Switzerland,"Inflação (%, anual)",-0.0132025387514939
2015-01-01,Switzerland,"Inflação (%, anual)",-1.14390867228183
2016-01-01,Switzerland,"Inflação (%, anual)",-0.434618664285835
2017-01-01,Switzerland,"Inflação (%, anual)",0.533787839825897
2018-01-01,Switzerland,"Inflação (%, anual)",0.936335464113563
2019-01-01,Switzerland,"Inflação (%, anual)",0.362886179940614
2020-01-01,Switzerland,"Inflação (%, anual)",-0.725874933313384
2021-01-01,Switzerland,"Inflação (%, anual)",0.581814168489856
2022-01-01,Switzerland,"Inflação (%, anual)",2.83502798644463
2023-01-01,Switzerland,"Inflação (%, anual)",2.13540088016377
2006-01-01,Cameroon,"Inflação (%, anual)",5.11757816019469
2007-01-01,Cameroon,"Inflação (%, anual)",0.921402245650095
2008-01-01,Cameroon,"Inflação (%, anual)",5.33780627627498
2009-01-01,Cameroon,"Inflação (%, anual)",3.04361847939999
2010-01-01,Cameroon,"Inflação (%, anual)",1.27538046242338
2011-01-01,Cameroon,"Inflação (%, anual)",2.93969946305091
2012-01-01,Cameroon,"Inflação (%, anual)",2.73529677529539
2013-01-01,Cameroon,"Inflação (%, anual)",2.05034718001741
2014-01-01,Cameroon,"Inflação (%, anual)",1.85489850366777
2015-01-01,Cameroon,"Inflação (%, anual)",2.676235314199
2016-01-01,Cameroon,"Inflação (%, anual)",0.874190383288856
2017-01-01,Cameroon,"Inflação (%, anual)",0.64040914988195
2018-01-01,Cameroon,"Inflação (%, anual)",1.0688581131292
2019-01-01,Cameroon,"Inflação (%, anual)",2.45280214062732
2020-01-01,Cameroon,"Inflação (%, anual)",2.43760882182236
2021-01-01,Cameroon,"Inflação (%, anual)",2.27185762503637
2022-01-01,Cameroon,"Inflação (%, anual)",6.24767713343861
2023-01-01,Cameroon,"Inflação (%, anual)",7.38281384280984
2006-01-01,Costa Rica,"Inflação (%, anual)",11.4705968149052
2007-01-01,Costa Rica,"Inflação (%, anual)",9.35724456417157
2008-01-01,Costa Rica,"Inflação (%, anual)",13.4244635507284
2009-01-01,Costa Rica,"Inflação (%, anual)",7.84270167700654
2010-01-01,Costa Rica,"Inflação (%, anual)",5.66275708420021
2011-01-01,Costa Rica,"Inflação (%, anual)",4.87799830970702
2012-01-01,Costa Rica,"Inflação (%, anual)",4.49545314354605
2013-01-01,Costa Rica,"Inflação (%, anual)",5.23133614174428
2014-01-01,Costa Rica,"Inflação (%, anual)",4.51920098516954
2015-01-01,Costa Rica,"Inflação (%, anual)",0.801982005099623
2016-01-01,Costa Rica,"Inflação (%, anual)",-0.0174788505908217
2017-01-01,Costa Rica,"Inflação (%, anual)",1.62590692991732
2018-01-01,Costa Rica,"Inflação (%, anual)",2.22111461526581
2019-01-01,Costa Rica,"Inflação (%, anual)",2.09604635327807
2020-01-01,Costa Rica,"Inflação (%, anual)",0.724911478131376
2021-01-01,Costa Rica,"Inflação (%, anual)",1.72647755109241
2022-01-01,Costa Rica,"Inflação (%, anual)",8.27477490232654
2023-01-01,Costa Rica,"Inflação (%, anual)",0.525193508693455
2006-01-01,Germany,"Inflação (%, anual)",1.57742642840563
2007-01-01,Germany,"Inflação (%, anual)",2.29834400700951
2008-01-01,Germany,"Inflação (%, anual)",2.62837981637219
2009-01-01,Germany,"Inflação (%, anual)",0.312739007368447
2010-01-01,Germany,"Inflação (%, anual)",1.1038103778926
2011-01-01,Germany,"Inflação (%, anual)",2.07517283735874
2012-01-01,Germany,"Inflação (%, anual)",2.00848884782956
2013-01-01,Germany,"Inflação (%, anual)",1.50472330251876
2014-01-01,Germany,"Inflação (%, anual)",0.906794000434246
2015-01-01,Germany,"Inflação (%, anual)",0.514426137125456
2016-01-01,Germany,"Inflação (%, anual)",0.491747008445174
2017-01-01,Germany,"Inflação (%, anual)",1.50949485109628
2018-01-01,Germany,"Inflação (%, anual)",1.73216879766942
2019-01-01,Germany,"Inflação (%, anual)",1.44565976888253
2020-01-01,Germany,"Inflação (%, anual)",0.144877925813982
2021-01-01,Germany,"Inflação (%, anual)",3.06666666666673
2022-01-01,Germany,"Inflação (%, anual)",6.87257438551097
2023-01-01,Germany,"Inflação (%, anual)",5.94643667725823
2006-01-01,Denmark,"Inflação (%, anual)",1.92422138464594
2007-01-01,Denmark,"Inflação (%, anual)",1.69326586220315
2008-01-01,Denmark,"Inflação (%, anual)",3.41626794258373
2009-01-01,Denmark,"Inflação (%, anual)",1.30470991024337
2010-01-01,Denmark,"Inflação (%, anual)",2.31092436974789
2011-01-01,Denmark,"Inflação (%, anual)",2.7586822605125
2012-01-01,Denmark,"Inflação (%, anual)",2.3979148566464
2013-01-01,Denmark,"Inflação (%, anual)",0.789071780078062
2014-01-01,Denmark,"Inflação (%, anual)",0.56402054044954
2015-01-01,Denmark,"Inflação (%, anual)",0.452034153691575
2016-01-01,Denmark,"Inflação (%, anual)",0.250000000000031
2017-01-01,Denmark,"Inflação (%, anual)",1.14713216957602
2018-01-01,Denmark,"Inflação (%, anual)",0.813609467455631
2019-01-01,Denmark,"Inflação (%, anual)",0.75813157251162
2020-01-01,Denmark,"Inflação (%, anual)",0.420711974110115
2021-01-01,Denmark,"Inflação (%, anual)",1.8530454398968
2022-01-01,Denmark,"Inflação (%, anual)",7.6965669988926
2023-01-01,Denmark,"Inflação (%, anual)",3.30517811237606
2006-01-01,Ecuador,"Inflação (%, anual)",3.29874846258215
2007-01-01,Ecuador,"Inflação (%, anual)",2.27618478002121
2008-01-01,Ecuador,"Inflação (%, anual)",8.40009593987462
2009-01-01,Ecuador,"Inflação (%, anual)",5.15996829181047
2010-01-01,Ecuador,"Inflação (%, anual)",3.55437734567843
2011-01-01,Ecuador,"Inflação (%, anual)",4.4745326579584
2012-01-01,Ecuador,"Inflação (%, anual)",5.10172180958666
2013-01-01,Ecuador,"Inflação (%, anual)",2.72177577710371
2014-01-01,Ecuador,"Inflação (%, anual)",3.58922016616663
2015-01-01,Ecuador,"Inflação (%, anual)",3.96664623255358
2016-01-01,Ecuador,"Inflação (%, anual)",1.72826463324533
2017-01-01,Ecuador,"Inflação (%, anual)",0.417335588666825
2018-01-01,Ecuador,"Inflação (%, anual)",-0.224103246005552
2019-01-01,Ecuador,"Inflação (%, anual)",0.266012515466155
2020-01-01,Ecuador,"Inflação (%, anual)",-0.338872392562139
2021-01-01,Ecuador,"Inflação (%, anual)",0.133251386096389
2022-01-01,Ecuador,"Inflação (%, anual)",3.46616972213077
2023-01-01,Ecuador,"Inflação (%, anual)",2.21568764237058
2006-01-01,Euro area,"Inflação (%, anual)",2.72004750529271
2007-01-01,Euro area,"Inflação (%, anual)",2.48231546689542
2008-01-01,Euro area,"Inflação (%, anual)",4.11407022033816
2009-01-01,Euro area,"Inflação (%, anual)",0.437175412792701
2010-01-01,Euro area,"Inflação (%, anual)",1.5205755786839
2011-01-01,Euro area,"Inflação (%, anual)",3.28801427219796
2012-01-01,Euro area,"Inflação (%, anual)",2.54154474108009
2013-01-01,Euro area,"Inflação (%, anual)",1.31023355618666
2014-01-01,Euro area,"Inflação (%, anual)",0.220195628198753
2015-01-01,Euro area,"Inflação (%, anual)",-0.0852072296963749
2016-01-01,Euro area,"Inflação (%, anual)",0.166009884375616
2017-01-01,Euro area,"Inflação (%, anual)",1.37503641525339
2018-01-01,Euro area,"Inflação (%, anual)",1.6892396580413
2019-01-01,Euro area,"Inflação (%, anual)",1.44123966942341
2020-01-01,Euro area,"Inflação (%, anual)",0.186938139702131
2021-01-01,Euro area,"Inflação (%, anual)",2.4865043812082
2022-01-01,Euro area,"Inflação (%, anual)",8.47117645590892
2023-01-01,Euro area,"Inflação (%, anual)",5.78431554960862
2006-01-01,Spain,"Inflação (%, anual)",3.51557576832128
2007-01-01,Spain,"Inflação (%, anual)",2.78679745804946
2008-01-01,Spain,"Inflação (%, anual)",4.07534335957339
2009-01-01,Spain,"Inflação (%, anual)",-0.28781308353524
2010-01-01,Spain,"Inflação (%, anual)",1.79986457728769
2011-01-01,Spain,"Inflação (%, anual)",3.1961018883379
2012-01-01,Spain,"Inflação (%, anual)",2.44612782366809
2013-01-01,Spain,"Inflação (%, anual)",1.40858109183019
2014-01-01,Spain,"Inflação (%, anual)",-0.151114837527235
2015-01-01,Spain,"Inflação (%, anual)",-0.500365709903242
2016-01-01,Spain,"Inflação (%, anual)",-0.202598000426452
2017-01-01,Spain,"Inflação (%, anual)",1.95607633363963
2018-01-01,Spain,"Inflação (%, anual)",1.6749813686379
2019-01-01,Spain,"Inflação (%, anual)",0.699518994458739
2020-01-01,Spain,"Inflação (%, anual)",-0.322753017299739
2021-01-01,Spain,"Inflação (%, anual)",3.0931351197642
2022-01-01,Spain,"Inflação (%, anual)",8.39057634118627
2023-01-01,Spain,"Inflação (%, anual)",3.53236133492433
2006-01-01,France,"Inflação (%, anual)",1.67512449608723
2007-01-01,France,"Inflação (%, anual)",1.4879980595386
2008-01-01,France,"Inflação (%, anual)",2.81286194914787
2009-01-01,France,"Inflação (%, anual)",0.0876204781574552
2010-01-01,France,"Inflação (%, anual)",1.53112270420926
2011-01-01,France,"Inflação (%, anual)",2.11159795174994
2012-01-01,France,"Inflação (%, anual)",1.9541953161351
2013-01-01,France,"Inflação (%, anual)",0.863715497861805
2014-01-01,France,"Inflação (%, anual)",0.50775882293799
2015-01-01,France,"Inflação (%, anual)",0.0375143805125182
2016-01-01,France,"Inflação (%, anual)",0.18333486112386
2017-01-01,France,"Inflação (%, anual)",1.03228275064662
2018-01-01,France,"Inflação (%, anual)",1.85081508315502
2019-01-01,France,"Inflação (%, anual)",1.10825492288294
2020-01-01,France,"Inflação (%, anual)",0.476498852725066
2021-01-01,France,"Inflação (%, anual)",1.64233141038385
2022-01-01,France,"Inflação (%, anual)",5.22236748369735
2023-01-01,France,"Inflação (%, anual)",4.87835726508441
2006-01-01,United Kingdom,"Inflação (%, anual)",2.4556616643929
2007-01-01,United Kingdom,"Inflação (%, anual)",2.38656150773327
2008-01-01,United Kingdom,"Inflação (%, anual)",3.52140856342539
2009-01-01,United Kingdom,"Inflação (%, anual)",1.96173173560109
2010-01-01,United Kingdom,"Inflação (%, anual)",2.49265472467065
2011-01-01,United Kingdom,"Inflação (%, anual)",3.8561124468282
2012-01-01,United Kingdom,"Inflação (%, anual)",2.5732347965453
2013-01-01,United Kingdom,"Inflação (%, anual)",2.29166666666659
2014-01-01,United Kingdom,"Inflação (%, anual)",1.45112016293279
2015-01-01,United Kingdom,"Inflação (%, anual)",0.36804684232536
2016-01-01,United Kingdom,"Inflação (%, anual)",1.0084173681141
2017-01-01,United Kingdom,"Inflação (%, anual)",2.55775577557747
2018-01-01,United Kingdom,"Inflação (%, anual)",2.29283990345938
2019-01-01,United Kingdom,"Inflação (%, anual)",1.73810460086513
2020-01-01,United Kingdom,"Inflação (%, anual)",0.989486703772491
2021-01-01,United Kingdom,"Inflação (%, anual)",2.51837109614213
2022-01-01,United Kingdom,"Inflação (%, anual)",7.92204883147902
2023-01-01,United Kingdom,"Inflação (%, anual)",6.79396706793963
2006-01-01,Ghana,"Inflação (%, anual)",11.6791839392492
2007-01-01,Ghana,"Inflação (%, anual)",10.7342665456292
2008-01-01,Ghana,"Inflação (%, anual)",16.494639613412
2009-01-01,Ghana,"Inflação (%, anual)",19.2469482220857
2010-01-01,Ghana,"Inflação (%, anual)",10.7333898354915
2011-01-01,Ghana,"Inflação (%, anual)",8.7284593709302
2012-01-01,Ghana,"Inflação (%, anual)",11.1863409441067
2013-01-01,Ghana,"Inflação (%, anual)",11.6661923071729
2014-01-01,Ghana,"Inflação (%, anual)",15.4896160333318
2015-01-01,Ghana,"Inflação (%, anual)",17.1499695007878
2016-01-01,Ghana,"Inflação (%, anual)",17.4546347070868
2017-01-01,Ghana,"Inflação (%, anual)",12.3719215507048
2018-01-01,Ghana,"Inflação (%, anual)",7.80876516610703
2019-01-01,Ghana,"Inflação (%, anual)",7.14364003330857
2020-01-01,Ghana,"Inflação (%, anual)",9.88728956269944
2021-01-01,Ghana,"Inflação (%, anual)",9.9710886750444
2022-01-01,Ghana,"Inflação (%, anual)",31.2558951049016
2023-01-01,Ghana,"Inflação (%, anual)",38.1069656296501
2006-01-01,Croatia,"Inflação (%, anual)",3.18982591472949
2007-01-01,Croatia,"Inflação (%, anual)",2.89928275583388
2008-01-01,Croatia,"Inflação (%, anual)",6.07696838798354
2009-01-01,Croatia,"Inflação (%, anual)",2.37852845904674
2010-01-01,Croatia,"Inflação (%, anual)",1.03055505333574
2011-01-01,Croatia,"Inflação (%, anual)",2.2727272727273
2012-01-01,Croatia,"Inflação (%, anual)",3.41207349081358
2013-01-01,Croatia,"Inflação (%, anual)",2.21658206429779
2014-01-01,Croatia,"Inflação (%, anual)",-0.215196159576268
2015-01-01,Croatia,"Inflação (%, anual)",-0.464499004644911
2016-01-01,Croatia,"Inflação (%, anual)",-1.12500000000002
2017-01-01,Croatia,"Inflação (%, anual)",1.12937210282347
2018-01-01,Croatia,"Inflação (%, anual)",1.50012501041756
2019-01-01,Croatia,"Inflação (%, anual)",0.771820346498019
2020-01-01,Croatia,"Inflação (%, anual)",0.154811374562106
2021-01-01,Croatia,"Inflação (%, anual)",2.55450699642041
2022-01-01,Croatia,"Inflação (%, anual)",10.7805806758686
2023-01-01,Croatia,"Inflação (%, anual)",7.9412817758683
2006-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",10.0158982511924
2007-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",17.3410404624277
2008-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",25.4105090311987
2009-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",13.5515548281506
2010-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",10.0893629287979
2011-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",26.2933856738608
2012-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",27.2568127242908
2013-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",36.6030355191029
2014-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",16.6065532357449
2015-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",12.4846815611533
2016-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",7.24542548952979
2017-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",8.04492437660278
2018-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",18.0141183371874
2019-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",39.9073455697784
2020-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",30.5941390387295
2021-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",43.3890162681514
2022-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",43.4884641742179
2023-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",44.5791857572797
2006-01-01,Japan,"Inflação (%, anual)",0.249355116079085
2007-01-01,Japan,"Inflação (%, anual)",0.060039454498669
2008-01-01,Japan,"Inflação (%, anual)",1.3800788616492
2009-01-01,Japan,"Inflação (%, anual)",-1.35283672951719
2010-01-01,Japan,"Inflação (%, anual)",-0.728243207517779
2011-01-01,Japan,"Inflação (%, anual)",-0.27245561610124
2012-01-01,Japan,"Inflação (%, anual)",-0.0440645104432602
2013-01-01,Japan,"Inflação (%, anual)",0.335037912184741
2014-01-01,Japan,"Inflação (%, anual)",2.75922671353253
2015-01-01,Japan,"Inflação (%, anual)",0.795279630579839
2016-01-01,Japan,"Inflação (%, anual)",-0.127258844489754
2017-01-01,Japan,"Inflação (%, anual)",0.484199796126385
2018-01-01,Japan,"Inflação (%, anual)",0.989094598021848
2019-01-01,Japan,"Inflação (%, anual)",0.46877615938395
2020-01-01,Japan,"Inflação (%, anual)",-0.024995834027731
2021-01-01,Japan,"Inflação (%, anual)",-0.233352779398264
2022-01-01,Japan,"Inflação (%, anual)",2.49770278172255
2023-01-01,Japan,"Inflação (%, anual)",3.26813365933163
2006-01-01,"Korea, Rep.","Inflação (%, anual)",2.24234028518921
2007-01-01,"Korea, Rep.","Inflação (%, anual)",2.53457382137932
2008-01-01,"Korea, Rep.","Inflação (%, anual)",4.67389655533408
2009-01-01,"Korea, Rep.","Inflação (%, anual)",2.7564965449393
2010-01-01,"Korea, Rep.","Inflação (%, anual)",2.93928652655686
2011-01-01,"Korea, Rep.","Inflação (%, anual)",4.0259650043609
2012-01-01,"Korea, Rep.","Inflação (%, anual)",2.18707104433314
2013-01-01,"Korea, Rep.","Inflação (%, anual)",1.30134754547413
2014-01-01,"Korea, Rep.","Inflação (%, anual)",1.27477446401322
2015-01-01,"Korea, Rep.","Inflação (%, anual)",0.70633177245575
2016-01-01,"Korea, Rep.","Inflação (%, anual)",0.971685739912168
2017-01-01,"Korea, Rep.","Inflação (%, anual)",1.94433230786366
2018-01-01,"Korea, Rep.","Inflação (%, anual)",1.47583935002645
2019-01-01,"Korea, Rep.","Inflação (%, anual)",0.383000303608136
2020-01-01,"Korea, Rep.","Inflação (%, anual)",0.537288023411737
2021-01-01,"Korea, Rep.","Inflação (%, anual)",2.49833333333339
2022-01-01,"Korea, Rep.","Inflação (%, anual)",5.08951365062842
2023-01-01,"Korea, Rep.","Inflação (%, anual)",3.59281437125748
2006-01-01,Morocco,"Inflação (%, anual)",3.28476166954811
2007-01-01,Morocco,"Inflação (%, anual)",2.04208512673344
2008-01-01,Morocco,"Inflação (%, anual)",3.71484311494064
2009-01-01,Morocco,"Inflação (%, anual)",0.971862998667636
2010-01-01,Morocco,"Inflação (%, anual)",0.993557401226392
2011-01-01,Morocco,"Inflação (%, anual)",0.9069249096918
2012-01-01,Morocco,"Inflação (%, anual)",1.28712240079219
2013-01-01,Morocco,"Inflação (%, anual)",1.88065466724086
2014-01-01,Morocco,"Inflação (%, anual)",0.442310053557048
2015-01-01,Morocco,"Inflação (%, anual)",1.5579071134626
2016-01-01,Morocco,"Inflação (%, anual)",1.63531114327064
2017-01-01,Morocco,"Inflação (%, anual)",0.754663249323619
2018-01-01,Morocco,"Inflação (%, anual)",1.80391671141896
2019-01-01,Morocco,"Inflação (%, anual)",0.303386036590383
2020-01-01,Morocco,"Inflação (%, anual)",0.705968661338261
2021-01-01,Morocco,"Inflação (%, anual)",1.40195883962006
2022-01-01,Morocco,"Inflação (%, anual)",6.65704202759067
2023-01-01,Morocco,"Inflação (%, anual)",6.09114152504141
2006-01-01,Mexico,"Inflação (%, anual)",3.62946762439132
2007-01-01,Mexico,"Inflação (%, anual)",3.96684905458235
2008-01-01,Mexico,"Inflação (%, anual)",5.12498274575896
2009-01-01,Mexico,"Inflação (%, anual)",5.29735584228856
2010-01-01,Mexico,"Inflação (%, anual)",4.15672722680174
2011-01-01,Mexico,"Inflação (%, anual)",3.40737824605742
2012-01-01,Mexico,"Inflação (%, anual)",4.11150981070289
2013-01-01,Mexico,"Inflação (%, anual)",3.80639069747204
2014-01-01,Mexico,"Inflação (%, anual)",4.01861608078679
2015-01-01,Mexico,"Inflação (%, anual)",2.72064064964023
2016-01-01,Mexico,"Inflação (%, anual)",2.8217078474766
2017-01-01,Mexico,"Inflação (%, anual)",6.04145724018986
2018-01-01,Mexico,"Inflação (%, anual)",4.89935015356551
2019-01-01,Mexico,"Inflação (%, anual)",3.63596142127046
2020-01-01,Mexico,"Inflação (%, anual)",3.39683415570006
2021-01-01,Mexico,"Inflação (%, anual)",5.68920847683753
2022-01-01,Mexico,"Inflação (%, anual)",7.8962761916855
2023-01-01,Mexico,"Inflação (%, anual)",5.52796087314389
2006-01-01,Netherlands,"Inflação (%, anual)",1.10150106517702
2007-01-01,Netherlands,"Inflação (%, anual)",1.61385859802103
2008-01-01,Netherlands,"Inflação (%, anual)",2.48650198289454
2009-01-01,Netherlands,"Inflação (%, anual)",1.1897768702155
2010-01-01,Netherlands,"Inflação (%, anual)",1.27530569556683
2011-01-01,Netherlands,"Inflação (%, anual)",2.34107017751373
2012-01-01,Netherlands,"Inflação (%, anual)",2.45554765291604
2013-01-01,Netherlands,"Inflação (%, anual)",2.50689852657885
2014-01-01,Netherlands,"Inflação (%, anual)",0.976035079699679
2015-01-01,Netherlands,"Inflação (%, anual)",0.600248147278776
2016-01-01,Netherlands,"Inflação (%, anual)",0.316666666666743
2017-01-01,Netherlands,"Inflação (%, anual)",1.38145871407206
2018-01-01,Netherlands,"Inflação (%, anual)",1.7034979474447
2019-01-01,Netherlands,"Inflação (%, anual)",2.63369910249601
2020-01-01,Netherlands,"Inflação (%, anual)",1.27246037789161
2021-01-01,Netherlands,"Inflação (%, anual)",2.67572008805385
2022-01-01,Netherlands,"Inflação (%, anual)",10.0012078753473
2023-01-01,Netherlands,"Inflação (%, anual)",3.83839354342808
2006-01-01,Poland,"Inflação (%, anual)",1.28469394366408
2007-01-01,Poland,"Inflação (%, anual)",2.45874312385402
2008-01-01,Poland,"Inflação (%, anual)",4.16497193524764
2009-01-01,Poland,"Inflação (%, anual)",3.79539242483406
2010-01-01,Poland,"Inflação (%, anual)",2.58069370250543
2011-01-01,Poland,"Inflação (%, anual)",4.2394014962594
2012-01-01,Poland,"Inflação (%, anual)",3.56037151702783
2013-01-01,Poland,"Inflação (%, anual)",0.991982606332428
2014-01-01,Poland,"Inflação (%, anual)",0.0538213132399802
2015-01-01,Poland,"Inflação (%, anual)",-0.87412587412577
2016-01-01,Poland,"Inflação (%, anual)",-0.664767331433961
2017-01-01,Poland,"Inflação (%, anual)",2.0759355367385
2018-01-01,Poland,"Inflação (%, anual)",1.81295156542679
2019-01-01,Poland,"Inflação (%, anual)",2.227478809383
2020-01-01,Poland,"Inflação (%, anual)",3.37446972618589
2021-01-01,Poland,"Inflação (%, anual)",5.05502704719272
2022-01-01,Poland,"Inflação (%, anual)",14.4294507575758
2023-01-01,Poland,"Inflação (%, anual)",11.5289127961105
2006-01-01,Portugal,"Inflação (%, anual)",3.1076654587105
2007-01-01,Portugal,"Inflação (%, anual)",2.45396528138743
2008-01-01,Portugal,"Inflação (%, anual)",2.58850657657959
2009-01-01,Portugal,"Inflação (%, anual)",-0.835530021504157
2010-01-01,Portugal,"Inflação (%, anual)",1.40257289895369
2011-01-01,Portugal,"Inflação (%, anual)",3.65301100430724
2012-01-01,Portugal,"Inflação (%, anual)",2.77333854051586
2013-01-01,Portugal,"Inflação (%, anual)",0.274416666666663
2014-01-01,Portugal,"Inflação (%, anual)",-0.278153367467428
2015-01-01,Portugal,"Inflação (%, anual)",0.48793862390472
2016-01-01,Portugal,"Inflação (%, anual)",0.607397074641719
2017-01-01,Portugal,"Inflação (%, anual)",1.36861411643472
2018-01-01,Portugal,"Inflação (%, anual)",0.993715683468326
2019-01-01,Portugal,"Inflação (%, anual)",0.338178410046034
2020-01-01,Portugal,"Inflação (%, anual)",-0.0124383299575305
